,행정구역,동,차명,충전단자
0,강남구,개포동,테슬라,"DC콤보, AC(7핀)"
1,강남구,개포동,테슬라,"DC콤보, AC(7핀)"
2,강남구,개포동,CHEVROLET BOLT EV,"DC콤보, AC(5핀)"
3,강남구,개포동,GV60,"DC콤보, AC(5핀)"
4,강남구,개포동,테슬라,"DC콤보, AC(7핀)"
5,강남구,개포동,아이오닉 EV,"DC콤보, AC(5핀)"
6,강남구,개포동,EV6,"DC콤보, AC(5핀)"
7,강남구,개포동,테슬라,"DC콤보, AC(7핀)"
8,강남구,개포동,코나 일렉트릭,"DC콤보, AC(5핀)"
9,강남구,개포동,EV6,"DC콤보, AC(5핀)"
10,강남구,개포동,테슬라,"DC콤보, AC(7핀)"
11,강남구,개포동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
12,강남구,개포동,테슬라,"DC콤보, AC(7핀)"
13,강남구,개포동,테슬라,"DC콤보, AC(7핀)"
14,강남구,개포동,테슬라,"DC콤보, AC(7핀)"
15,강남구,개포동,코나 일렉트릭,"DC콤보, AC(5핀)"
16,강남구,개포동,테슬라,"DC콤보, AC(7핀)"
17,강남구,개포동,e-tron,"DC콤보, AC(5핀)"
18,강남구,논현동,CHEVROLET BOLT EV,"DC콤보, AC(5핀)"
19,강남구,개포동,G80,"DC콤보, AC(5핀)"
20,강남구,개포동,테슬라,"DC콤보, AC(7핀)"
21,강남구,개포동,Peugeot e-208,"DC콤보, AC(5핀)"
22,강남구,논현동,LEAF,"DC차데모, AC(5핀)"
23,강남구,논현동,테슬라,"DC콤보, AC(7핀)"
24,강남구,논현동,EV6,"DC콤보, AC(5핀)"
25,강남구,논현동,e-tron,"DC콤보, AC(5핀)"
26,강남구,개포동,테슬라,"DC콤보, AC(7핀)"
27,강남구,개포동,테슬라,"DC콤보, AC(7핀)"
28,강남구,개포동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
29,강남구,논현동,TWIZY,"DC콤보, AC(5핀)"
30,강남구,논현동,테슬라,"DC콤보, AC(7핀)"
31,강남구,논현동,테슬라,"DC콤보, AC(7핀)"
32,강남구,논현동,테슬라,"DC콤보, AC(7핀)"
33,강남구,논현동,볼보 C40 Recharge Twin,"DC콤보, AC(5핀)"
34,강남구,논현동,아이오닉 EV,"DC콤보, AC(5핀)"
35,강남구,논현동,테슬라,"DC콤보, AC(7핀)"
36,강남구,논현동,테슬라,"DC콤보, AC(7핀)"
37,강남구,논현동,아이오닉 EV,"DC콤보, AC(5핀)"
38,강남구,논현동,테슬라,"DC콤보, AC(7핀)"
39,강남구,논현동,봉고Ⅲ EV,"DC콤보, AC(5핀)"
40,강남구,대치동,코나 일렉트릭,"DC콤보, AC(5핀)"
41,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
42,강남구,대치동,G80,"DC콤보, AC(5핀)"
43,강남구,논현동,TWIZY,"DC콤보, AC(5핀)"
44,강남구,논현동,테슬라,"DC콤보, AC(7핀)"
45,강남구,논현동,봉고Ⅲ EV,"DC콤보, AC(5핀)"
46,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
47,강남구,대치동,EV6,"DC콤보, AC(5핀)"
48,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
49,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
50,강남구,대치동,쏘울 EV,"DC차데모, AC(5핀)"
51,강남구,대치동,쏘울 EV,"DC차데모, AC(5핀)"
52,강남구,대치동,코나 일렉트릭,"DC콤보, AC(5핀)"
53,강남구,대치동,EV6,"DC콤보, AC(5핀)"
54,강남구,대치동,EV6,"DC콤보, AC(5핀)"
55,강남구,대치동,EV6,"DC콤보, AC(5핀)"
56,강남구,대치동,EV6,"DC콤보, AC(5핀)"
57,강남구,대치동,EV6,"DC콤보, AC(5핀)"
58,강남구,대치동,EV6,"DC콤보, AC(5핀)"
59,강남구,대치동,CEVO-C SE,"DC콤보, AC(5핀)"
60,강남구,대치동,CEVO-C SE,"DC콤보, AC(5핀)"
61,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
62,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
63,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
64,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
65,강남구,대치동,쏘울 EV,"DC차데모, AC(5핀)"
66,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
67,강남구,대치동,EV6,"DC콤보, AC(5핀)"
68,강남구,대치동,EV6,"DC콤보, AC(5핀)"
69,강남구,대치동,EV6,"DC콤보, AC(5핀)"
70,강남구,대치동,EV6,"DC콤보, AC(5핀)"
71,강남구,대치동,EV6,"DC콤보, AC(5핀)"
72,강남구,대치동,EV6,"DC콤보, AC(5핀)"
73,강남구,대치동,EV6,"DC콤보, AC(5핀)"
74,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
75,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
76,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
77,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
78,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
79,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
80,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
81,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
82,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
83,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
84,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
85,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
86,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
87,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
88,강남구,대치동,EV6,"DC콤보, AC(5핀)"
89,강남구,대치동,EV6,"DC콤보, AC(5핀)"
90,강남구,대치동,EV6,"DC콤보, AC(5핀)"
91,강남구,대치동,EV6,"DC콤보, AC(5핀)"
92,강남구,대치동,EV6,"DC콤보, AC(5핀)"
93,강남구,대치동,EV6,"DC콤보, AC(5핀)"
94,강남구,대치동,CEVO-C SE,"DC콤보, AC(5핀)"
95,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
96,강남구,대치동,EV6,"DC콤보, AC(5핀)"
97,강남구,대치동,EV6,"DC콤보, AC(5핀)"
98,강남구,대치동,EV6,"DC콤보, AC(5핀)"
99,강남구,대치동,EV6,"DC콤보, AC(5핀)"
100,강남구,대치동,EV6,"DC콤보, AC(5핀)"
101,강남구,대치동,EV6,"DC콤보, AC(5핀)"
102,강남구,대치동,EV6,"DC콤보, AC(5핀)"
103,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
104,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
105,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
106,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
107,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
108,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
109,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
110,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
111,강남구,대치동,EV6,"DC콤보, AC(5핀)"
112,강남구,대치동,EV6,"DC콤보, AC(5핀)"
113,강남구,대치동,EV6,"DC콤보, AC(5핀)"
114,강남구,대치동,EV6,"DC콤보, AC(5핀)"
115,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
116,강남구,대치동,GV60,"DC콤보, AC(5핀)"
117,강남구,대치동,EV6,"DC콤보, AC(5핀)"
118,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
119,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
120,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
121,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
122,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
123,강남구,대치동,GV60,"DC콤보, AC(5핀)"
124,강남구,대치동,GV60,"DC콤보, AC(5핀)"
125,강남구,대치동,GV60,"DC콤보, AC(5핀)"
126,강남구,대치동,GV60,"DC콤보, AC(5핀)"
127,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
128,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
129,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
130,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
131,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
132,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
133,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
134,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
135,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
136,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
137,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
138,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
139,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
140,강남구,대치동,테슬라,"DC콤보, AC(7핀)"
141,강남구,대치동,EV6,"DC콤보, AC(5핀)"
142,강남구,대치동,EV6,"DC콤보, AC(5핀)"
143,강남구,대치동,EV6,"DC콤보, AC(5핀)"
144,강남구,대치동,EV6,"DC콤보, AC(5핀)"
145,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
146,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
147,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
148,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
149,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
150,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
151,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
152,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
153,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
154,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
155,강남구,대치동,EV6,"DC콤보, AC(5핀)"
156,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
157,강남구,대치동,GV60,"DC콤보, AC(5핀)"
158,강남구,대치동,GV60,"DC콤보, AC(5핀)"
159,강남구,대치동,GV60,"DC콤보, AC(5핀)"
160,강남구,대치동,GV60,"DC콤보, AC(5핀)"
161,강남구,대치동,GV60,"DC콤보, AC(5핀)"
162,강남구,대치동,GV60,"DC콤보, AC(5핀)"
163,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
164,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
165,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
166,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
167,강남구,대치동,EV6,"DC콤보, AC(5핀)"
168,강남구,대치동,GV60,"DC콤보, AC(5핀)"
169,강남구,대치동,EV6,"DC콤보, AC(5핀)"
170,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
171,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
172,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
173,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
174,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
175,강남구,대치동,GV60,"DC콤보, AC(5핀)"
176,강남구,대치동,GV60,"DC콤보, AC(5핀)"
177,강남구,대치동,GV60,"DC콤보, AC(5핀)"
178,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
179,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
180,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
181,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
182,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
183,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
184,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
185,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
186,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
187,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
188,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
189,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
190,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
191,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
192,강남구,대치동,코나 일렉트릭,"DC콤보, AC(5핀)"
193,강남구,대치동,쏘울 EV,"DC차데모, AC(5핀)"
194,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
195,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
196,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
197,강남구,대치동,GV60,"DC콤보, AC(5핀)"
198,강남구,대치동,GV60,"DC콤보, AC(5핀)"
199,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
200,강남구,대치동,GV60,"DC콤보, AC(5핀)"
201,강남구,대치동,GV60,"DC콤보, AC(5핀)"
202,강남구,대치동,GV60,"DC콤보, AC(5핀)"
203,강남구,대치동,GV60,"DC콤보, AC(5핀)"
204,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
205,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
206,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
207,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
208,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
209,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
210,강남구,대치동,쏘울 EV,"DC차데모, AC(5핀)"
211,강남구,대치동,코나 일렉트릭,"DC콤보, AC(5핀)"
212,강남구,대치동,EV6,"DC콤보, AC(5핀)"
213,강남구,대치동,EV6,"DC콤보, AC(5핀)"
214,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
215,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
216,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
217,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
218,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
219,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
220,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
221,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
222,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
223,강남구,대치동,EV6,"DC콤보, AC(5핀)"
224,강남구,대치동,EV6,"DC콤보, AC(5핀)"
225,강남구,대치동,EV6,"DC콤보, AC(5핀)"
226,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
227,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
228,강남구,대치동,EV6,"DC콤보, AC(5핀)"
229,강남구,대치동,EV6,"DC콤보, AC(5핀)"
230,강남구,대치동,EV6,"DC콤보, AC(5핀)"
231,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
232,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
233,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
234,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
235,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
236,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
237,동작구,상도동,테슬라,"DC콤보, AC(7핀)"
238,동작구,상도동,테슬라,"DC콤보, AC(7핀)"
239,동작구,상도동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
240,강남구,대치동,EV6,"DC콤보, AC(5핀)"
241,강남구,대치동,EV6,"DC콤보, AC(5핀)"
242,강남구,대치동,EV6,"DC콤보, AC(5핀)"
243,강남구,대치동,EV6,"DC콤보, AC(5핀)"
244,강남구,대치동,EV6,"DC콤보, AC(5핀)"
245,강남구,대치동,EV6,"DC콤보, AC(5핀)"
246,강남구,대치동,EV6,"DC콤보, AC(5핀)"
247,강남구,대치동,EV6,"DC콤보, AC(5핀)"
248,강남구,대치동,EV6,"DC콤보, AC(5핀)"
249,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
250,강남구,대치동,EV6,"DC콤보, AC(5핀)"
251,강남구,대치동,EV6,"DC콤보, AC(5핀)"
252,강남구,대치동,EV6,"DC콤보, AC(5핀)"
253,강남구,대치동,EV6,"DC콤보, AC(5핀)"
254,강남구,대치동,EV6,"DC콤보, AC(5핀)"
255,강남구,대치동,EV6,"DC콤보, AC(5핀)"
256,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
257,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
258,강남구,대치동,EV6,"DC콤보, AC(5핀)"
259,강남구,대치동,EV6,"DC콤보, AC(5핀)"
260,강남구,대치동,EV6,"DC콤보, AC(5핀)"
261,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
262,강남구,대치동,EV6,"DC콤보, AC(5핀)"
263,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
264,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
265,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
266,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
267,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
268,강남구,대치동,EV6,"DC콤보, AC(5핀)"
269,강남구,대치동,EV6,"DC콤보, AC(5핀)"
270,강남구,대치동,EV6,"DC콤보, AC(5핀)"
271,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
272,강남구,대치동,EV6,"DC콤보, AC(5핀)"
273,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
274,강남구,대치동,EV6,"DC콤보, AC(5핀)"
275,강남구,대치동,EV6,"DC콤보, AC(5핀)"
276,강남구,대치동,EV6,"DC콤보, AC(5핀)"
277,강남구,대치동,EV6,"DC콤보, AC(5핀)"
278,강남구,대치동,EV6,"DC콤보, AC(5핀)"
279,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
280,강남구,대치동,EV6,"DC콤보, AC(5핀)"
281,강남구,대치동,EV6,"DC콤보, AC(5핀)"
282,강남구,대치동,EV6,"DC콤보, AC(5핀)"
283,강남구,대치동,EV6,"DC콤보, AC(5핀)"
284,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
285,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
286,강남구,대치동,EV6,"DC콤보, AC(5핀)"
287,동작구,상도동,테슬라,"DC콤보, AC(7핀)"
288,동작구,상도동,CHEVROLET BOLT EV,"DC콤보, AC(5핀)"
289,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
290,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
291,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
292,강남구,대치동,EV6,"DC콤보, AC(5핀)"
293,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
294,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
295,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
296,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
297,강남구,대치동,EV6,"DC콤보, AC(5핀)"
298,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
299,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
300,강남구,대치동,EV6,"DC콤보, AC(5핀)"
301,강남구,대치동,EV6,"DC콤보, AC(5핀)"
302,강남구,대치동,EV6,"DC콤보, AC(5핀)"
303,강남구,대치동,EV6,"DC콤보, AC(5핀)"
304,강남구,대치동,EV6,"DC콤보, AC(5핀)"
305,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
306,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
307,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
308,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
309,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
310,강남구,대치동,EV6,"DC콤보, AC(5핀)"
311,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
312,강남구,대치동,EV6,"DC콤보, AC(5핀)"
313,강남구,대치동,EV6,"DC콤보, AC(5핀)"
314,강남구,대치동,EV6,"DC콤보, AC(5핀)"
315,강남구,대치동,EV6,"DC콤보, AC(5핀)"
316,강남구,대치동,EV6,"DC콤보, AC(5핀)"
317,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
318,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
319,강남구,대치동,EV6,"DC콤보, AC(5핀)"
320,강남구,대치동,EV6,"DC콤보, AC(5핀)"
321,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
322,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
323,강남구,대치동,EV6,"DC콤보, AC(5핀)"
324,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
325,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
326,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
327,강남구,대치동,EV6,"DC콤보, AC(5핀)"
328,강남구,대치동,EV6,"DC콤보, AC(5핀)"
329,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
330,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
331,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
332,강남구,대치동,EV6,"DC콤보, AC(5핀)"
333,강남구,대치동,EV6,"DC콤보, AC(5핀)"
334,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
335,동작구,상도동,Peugeot e-2008 SUV,"DC콤보, AC(5핀)"
336,동작구,상도동,테슬라,"DC콤보, AC(7핀)"
337,강남구,대치동,EV6,"DC콤보, AC(5핀)"
338,강남구,대치동,EV6,"DC콤보, AC(5핀)"
339,강남구,대치동,EV6,"DC콤보, AC(5핀)"
340,강남구,대치동,EV6,"DC콤보, AC(5핀)"
341,강남구,대치동,EV6,"DC콤보, AC(5핀)"
342,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
343,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
344,강남구,대치동,EV6,"DC콤보, AC(5핀)"
345,강남구,대치동,EV6,"DC콤보, AC(5핀)"
346,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
347,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
348,강남구,대치동,EV6,"DC콤보, AC(5핀)"
349,강남구,대치동,EV6,"DC콤보, AC(5핀)"
350,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
351,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
352,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
353,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
354,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
355,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
356,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
357,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
358,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
359,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
360,강남구,대치동,EV6,"DC콤보, AC(5핀)"
361,강남구,대치동,EV6,"DC콤보, AC(5핀)"
362,강남구,대치동,EV6,"DC콤보, AC(5핀)"
363,강남구,대치동,EV6,"DC콤보, AC(5핀)"
364,강남구,대치동,EV6,"DC콤보, AC(5핀)"
365,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
366,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
367,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
368,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
369,강남구,대치동,EV6,"DC콤보, AC(5핀)"
370,강남구,대치동,EV6,"DC콤보, AC(5핀)"
371,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
372,강남구,대치동,EV6,"DC콤보, AC(5핀)"
373,강남구,대치동,EV6,"DC콤보, AC(5핀)"
374,강남구,대치동,EV6,"DC콤보, AC(5핀)"
375,강남구,대치동,EV6,"DC콤보, AC(5핀)"
376,강남구,대치동,EV6,"DC콤보, AC(5핀)"
377,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
378,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
379,강남구,대치동,EV6,"DC콤보, AC(5핀)"
380,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
381,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
382,강남구,대치동,니로 EV,"DC콤보, AC(5핀)"
383,동작구,상도동,니로 EV,"DC콤보, AC(5핀)"
384,동작구,상도동,니로 EV,"DC콤보, AC(5핀)"
385,동작구,상도동,코나 일렉트릭,"DC콤보, AC(5핀)"
386,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
387,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
388,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
389,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
390,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
391,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
392,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
393,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
394,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
395,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
396,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
397,강남구,대치동,EV6,"DC콤보, AC(5핀)"
398,강남구,대치동,EV6,"DC콤보, AC(5핀)"
399,강남구,대치동,EV6,"DC콤보, AC(5핀)"
400,강남구,대치동,EV6,"DC콤보, AC(5핀)"
401,강남구,대치동,EV6,"DC콤보, AC(5핀)"
402,강남구,대치동,EV6,"DC콤보, AC(5핀)"
403,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
404,강남구,대치동,EV6,"DC콤보, AC(5핀)"
405,강남구,대치동,EV6,"DC콤보, AC(5핀)"
406,강남구,대치동,EV6,"DC콤보, AC(5핀)"
407,강남구,대치동,EV6,"DC콤보, AC(5핀)"
408,강남구,대치동,EV6,"DC콤보, AC(5핀)"
409,강남구,대치동,EV6,"DC콤보, AC(5핀)"
410,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
411,강남구,대치동,EV6,"DC콤보, AC(5핀)"
412,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
413,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
414,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
415,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
416,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
417,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
418,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
419,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
420,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
421,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
422,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
423,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
424,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
425,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
426,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
427,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
428,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
429,강남구,대치동,아이오닉 EV,"DC콤보, AC(5핀)"
430,동작구,상도동,포터Ⅱ 일렉트릭,"DC콤보, AC(5핀)"
